AN,CUI,CAEN,DENUMIRE,LOCALITATE,STARE,DATA STARE,ACTIVE IMOBILIZATE - TOTAL,JUDET,ACTIVE CIRCULANTE - TOTAL,STOCURI,CREANTE,CASA SI CONTURI LA BANCI,DATORII,CAPITALURI - TOTAL ,CAPITAL SUBSCRIS VARSAT,CIFRA DE AFACERI NETA,VENITURI TOTALE,CHELTUIELI TOTALE,PROFITUL BRUT,PIERDERE BRUTA,PROFITUL NET,PIERDERE NETA
2018,19206150,7711,AUTO ONEST SRL,Suceava,RELUARE ACTIVITATE,02 Iulie      2018,28511,SUCEAVA,17827,11149,6602,76,61929,-9803,53000,0,0,,0,0,0,0
2018,19206207,6831,LUCOSILV SRL,Gura Humorului,INREGISTRAT,16 Noiembrie  2006,19972666,SUCEAVA,1967921,1569948,385383,12590,12437619,533946,200,844565,844843,688372,156471,0,148016,0
2018,19220490,8552,DANS-ALIMENT SRL,Suceava,INREGISTRAT,21 Noiembrie  2006,,SUCEAVA,610245,,608208,2037,5566,604679,200,289225,289390,79555,209835,0,206922,0
2018,19220627,1610,DOMIRUNA SRL,Sadova,INREGISTRAT,21 Noiembrie  2006,495063,SUCEAVA,1344001,407346,907507,29148,622121,1216943,286200,2275047,2385692,2048462,337230,0,314116,0
2018,19232273,4120,PETER GROUP SRL,Suceava,INREGISTRAT,23 Noiembrie  2006,24850,SUCEAVA,709340,167,383914,325259,642947,91243,15000,3750652,3751168,3702938,48230,0,40513,0
2018,19247061,4941,EURO MILEX GROUP SRL,Sfântu Ilie,INREGISTRAT,28 Noiembrie  2006,1852252,SUCEAVA,1000946,584846,397536,18564,2171189,731922,100000,7257264,7379961,6899448,480513,0,425905,0
2018,19333570,9604,JOLIE BEAUTY CENTER SRL,Suceava,INREGISTRAT,05 Decembrie  2006,,SUCEAVA,592,,,592,2364,-1772,200,1320,1320,4821,0,3501,0,3541
2018,19333634,5590,CALEROM INVEST SRL,Vatra Dornei,INREGISTRAT,05 Decembrie  2006,,SUCEAVA,62966,35,24419,38512,3181,59785,200,89853,89853,28770,61083,0,58445,0
2018,19333693,210,SILVAPIN SRL,Basarabi,INREGISTRAT,05 Decembrie  2006,-98555,SUCEAVA,1019043,537368,231451,227224,282522,649362,200,4773316,4773923,4612945,160978,0,135152,0
2018,37852745,4941,PEO INTERMED INVEST S.R.L.,Suceava,TRANSFER(SOSIRE),06 Februarie  2019,166380,SUCEAVA,627235,,113890,513345,172776,633320,200,930265,930265,442475,487790,0,478487,0
2018,37868709,1610,LEMN IMPROVE S.R.L.-D.,Vicovu de Sus,INREGISTRAT,30 Iunie      2017,195868,SUCEAVA,1368,,,1368,39014,158222,200,0,201013,42550,158463,0,158453,0
2018,37886365,4120,AFICAIL SRL,Solca,INREGISTRAT,04 Iulie      2017,140,SUCEAVA,125115,,22635,102480,0,125255,200,150000,150000,45618,104382,0,102882,0
2018,37918220,9602,OLD GLORY S.R.L.,Suceava,INREGISTRAT,07 Iulie      2017,170192,SUCEAVA,6545,1210,,5335,74445,102292,200,63570,265292,152789,112503,0,111867,0
2018,37950859,7711,LYSEK EKKRA  SRL,Şcheia,INREGISTRAT,12 Iulie      2017,,SUCEAVA,200,,,200,0,200,200,0,0,,0,0,0,0
2018,37969134,7111,A TO Z BUILD SRL,Gura Humorului,RADIERE,27 Mai        2019,,SUCEAVA,200,,200,,122,78,200,0,0,,0,0,0,0
2018,38013067,4941,BET-VERO TRANS SRL,Dorna Candrenilor,INREGISTRAT,21 Iulie      2017,,SUCEAVA,127143,8027,53398,65718,3857,123286,200,162790,162790,58578,104212,0,102586,0
2018,38013091,1071,COVRIGĂRIA FURNICUŢA S.R.L.-D.,Siminicea,INREGISTRAT,21 Iulie      2017,720,SUCEAVA,12674,4058,,8616,32601,-19207,200,51370,51370,70262,0,18892,0,19407
2018,38068739,9603,ATLANTIC ROM & MAR INTERNAŢIONAL S.R.L.,Rădăuţi,INREGISTRAT,04 August     2017,3314,SUCEAVA,3244,,,3244,9257,-2699,200,0,0,,0,0,0,0
2018,38082628,7111,ATELIER STUFO 48 SRL,Fălticeni,INREGISTRAT,09 August     2017,20522,SUCEAVA,150477,,6279,144198,4616,166383,200,205568,205568,83252,122316,0,120258,0
2018,38082644,8122,FIRMA DE CURATENIE MATILDE SRL,Bulai,INREGISTRAT,09 August     2017,,SUCEAVA,56300,,56300,,15682,40618,200,56100,56100,15121,40979,0,40418,0
2018,38132661,7810,PANAP JOBS SRL,Solca,INREGISTRAT,24 August     2017,29692,SUCEAVA,15352,,1444,13908,71882,-20354,200,262950,262950,280110,0,17160,0,19791
2018,38143652,5630,BIATASY  RAR SRL,Broşteni,INREGISTRAT,28 August     2017,,SUCEAVA,16904,5298,8625,2981,10595,6309,200,22422,22422,17151,5271,0,4598,0
2018,38178111,1520,LUSY MELEN ART SRL,Horodnic de Jos,INREGISTRAT,05 Septembrie 2017,1588,SUCEAVA,639,,,639,31140,-28913,200,0,0,23517,0,23517,0,23517
2018,38183959,5630,EVELYNE CHEVIN S.R.L.,Părhăuţi,INREGISTRAT,06 Septembrie 2017,2449,SUCEAVA,25505,25179,,326,45238,-17284,200,22112,22323,38784,0,16461,0,16688
2018,38220461,4711,COSTELIA BOUTIQUE SRL,Solca,INREGISTRAT,14 Septembrie 2017,0,SUCEAVA,15112,15084,0,28,10629,4483,200,15699,15699,10974,4725,0,4231,0
2018,38248357,4941,KOSTRANS  UNITED SRL,Suceava,INREGISTRAT,21 Septembrie 2017,21439,SUCEAVA,1750770,11100,1717104,22566,2773972,-946274,210,12881971,13657594,14411162,0,753568,0,803269
2018,38289535,5520,CARMENCITA  BUCOVINA SRL,Vatra Dornei,INREGISTRAT,29 Septembrie 2017,,SUCEAVA,27803,700,,27103,288,27515,200,29437,29437,6965,22472,0,21619,0
2018,38314183,6920,CABINET EXPERTIZĂ  EXCLUSIV S.R.L.,Fălticeni,INREGISTRAT,05 Octombrie  2017,,SUCEAVA,69169,,46590,22579,2148,67021,200,75029,75029,24799,50230,0,49480,0
2018,38321962,4941,LEO EDY TUR SRL,Panaci,INREGISTRAT,06 Octombrie  2017,,SUCEAVA,386,,,386,42203,-41817,200,24412,24412,67981,0,43569,0,43981
2018,38345546,4791,CMV  NETMARKET S.R.L.,Fălticeni,INREGISTRAT,12 Octombrie  2017,343,SUCEAVA,10519,7850,,2669,7366,3496,200,16600,16709,12912,3797,0,3296,0
2018,38449300,4941,TRANS EURO VASILICĂ S.R.L.,Gura Humorului,INREGISTRAT,06 Noiembrie  2017,52261,SUCEAVA,35286,,23946,11340,71683,15864,200,311973,312078,292984,19094,0,15974,0
2018,38455034,4791,RUBICCO JEWELRY S.R.L.,Suceava,INREGISTRAT,07 Noiembrie  2017,,SUCEAVA,37160,36777,80,303,42693,-5533,200,5085,5085,5480,0,395,0,525
2018,38459397,4771,FANCY COLOURS S.R.L.,Suceava,INREGISTRAT,08 Noiembrie  2017,2100,SUCEAVA,67312,64734,,2578,71178,289,200,182541,182541,180485,2056,0,231,0
2018,38526305,4711,THEROF GIFT S.R.L.,Solca,INREGISTRAT,23 Noiembrie  2017,0,SUCEAVA,11187,11144,0,43,19720,-8533,200,13437,13473,21305,0,7832,0,8235
2018,38526321,6920,INSIEME ACCOUNTING S.R.L.,Suceava,INREGISTRAT,23 Noiembrie  2017,632,SUCEAVA,4034,439,3300,295,18856,-14190,200,20950,20950,33915,0,12965,0,13174
2018,38557859,4941,FM SCHNELL TRANSPORT S.R.L.,Ţibeni,INREGISTRAT,04 Decembrie  2017,42722,SUCEAVA,17819,,,17819,47540,13001,200,88867,88867,73400,15467,0,12801,0
2018,38563176,6202,MICHAELFX EU S.R.L.,Vatra Dornei,INREGISTRAT,05 Decembrie  2017,,SUCEAVA,60483,,,60483,17442,43041,200,108658,108658,64149,44509,0,43423,0
2018,38583629,7112,INSTAL 19 EST S.R.L.,Siret,INREGISTRAT,11 Decembrie  2017,,SUCEAVA,17237,,,17237,158,17079,200,22600,22600,5042,17558,0,16879,0
2018,38589010,322,AFI FISHROOM S.R.L.,Suceava,INREGISTRAT,12 Decembrie  2017,,SUCEAVA,1814,,,1814,4122,-2308,200,1658,1658,4149,0,2491,0,2508
2018,38617543,4120,LORADI BUILDING S.R.L.,Vatra Dornei,INREGISTRAT,19 Decembrie  2017,90000,SUCEAVA,334730,,308607,26123,100530,324200,100,423089,423089,94758,328331,0,324100,0
2018,38617551,1610,PYT BEGIAN S.R.L.,Vicovu de Sus,INREGISTRAT,19 Decembrie  2017,,SUCEAVA,105174,18326,,86848,2776,102398,200,179687,183021,75432,107589,0,102198,0
2018,38629831,7112,CARMENTOPOEXPERT S.R.L.,Fălticeni,INREGISTRAT,21 Decembrie  2017,,SUCEAVA,79424,,,79424,2398,77026,,96360,96360,17440,78920,0,76826,0
2018,38735689,5811,SCARA PRINT S.R.L.,Iacobeni,INREGISTRAT,23 Ianuarie   2018,577,SUCEAVA,90886,18374,61073,11439,63838,27625,200,112191,112191,81400,30791,0,27425,0
2018,38752140,4941,VASI TRANS 84 S.R.L.,Poieni-Solca,INREGISTRAT,26 Ianuarie   2018,123965,SUCEAVA,19005,0,7001,12004,207070,-64100,200,31284,31433,95420,0,63987,0,64300
2018,38785385,4776,MAGIA CADOURILOR S.R.L.,Suceava,INREGISTRAT,01 Februarie  2018,1709,SUCEAVA,9337,5400,1600,2337,18040,-6994,200,21019,21019,27583,0,6564,0,7194
2018,38801340,1073,ELLE GURMET S.R.L.,Fălticeni,INREGISTRAT,05 Februarie  2018,71,SUCEAVA,200,,,200,71,200,200,0,0,,0,0,0,0
2018,38810128,4511,BLOK AUTO CENTER S.R.L.,Bărăşti,INREGISTRAT,06 Februarie  2018,39083,SUCEAVA,13258,12356,,902,91835,-39494,200,115699,115822,154359,0,38537,0,39694
2018,38851551,7410,DIDEA DIZAIN S.R.L.,Rădăuţi,INREGISTRAT,13 Februarie  2018,,SUCEAVA,700,,500,200,2308,-1608,200,500,500,2248,0,1748,0,1808
2018,38861059,5630,ŞTEFANIA MCD S.R.L.,Şcheia,INREGISTRAT,14 Februarie  2018,62129,SUCEAVA,52615,31288,1500,19827,112792,1952,200,189861,191071,187398,3673,0,1752,0
2018,38879560,4621,STAR PAPCOR S.R.L.,Şcheia,INREGISTRAT,16 Februarie  2018,,SUCEAVA,129157,121696,,7461,51911,77246,200,232750,232750,153096,79654,0,77046,0
2018,38893468,5590,DIADAR TURISM S.R.L.,Vatra Dornei,INREGISTRAT,20 Februarie  2018,16008,SUCEAVA,361134,24548,202251,134335,30886,346256,200,1070764,1081800,724991,356809,0,346056,0
2018,38893492,4791,RORO MAKEUP S.R.L.,Suceava,INREGISTRAT,20 Februarie  2018,,SUCEAVA,12619,11319,,1300,12809,-190,200,1178,1178,1533,0,355,0,390
2018,38944030,4791,IN BOX SHOP S.R.L.,Plopeni,INREGISTRAT,28 Februarie  2018,4004,SUCEAVA,8895,9873,-1105,127,16124,-3225,210,6231,6231,9479,0,3248,0,3435
2018,38965475,4511,CEC AUTOTRUCK S.R.L.,Gura Humorului,INREGISTRAT,05 Martie     2018,122,SUCEAVA,95708,83800,,11908,79670,16160,200,66700,66868,48907,17961,0,15960,0
2018,38973575,4120,NILNIC GRUP S.R.L.,Bosanci,INREGISTRAT,06 Martie     2018,284,SUCEAVA,68087,0,0,68087,5767,62604,200,111665,112865,49445,63420,0,62404,0
2018,39021653,4932,DANYADRY TOP TAXI S.R.L.,Suceava,INREGISTRAT,14 Martie     2018,7689,SUCEAVA,4939,60,,4879,26876,-14248,200,62902,62902,76721,0,13819,0,14448
2018,39070141,1624,BRAD PALET S.R.L.,Gemenea,INREGISTRAT,22 Martie     2018,2179,SUCEAVA,152307,,149960,2347,19928,134558,200,262675,264925,126144,138781,0,134358,0
2018,39085380,8122,PRIM EXPERT CLEANING S.R.L.,Suceava,INREGISTRAT,26 Martie     2018,,SUCEAVA,,,,,0,0,,0,0,,0,0,0,0
2018,39167293,8622,DR. OANA FILIPOAIA S.R.L.,Suceava,INREGISTRAT,11 Aprilie    2018,,SUCEAVA,28022,,520,27502,410,27612,200,28488,28488,222,28266,0,27412,0
2018,39188121,7022,HIDRO BIO PROIECT S.R.L.,Şcheia,INREGISTRAT,16 Aprilie    2018,,SUCEAVA,200,,200,,0,200,200,0,0,,0,0,0,0
2018,39238190,4120,GREŢCAN-CHELARIU CONSTRUCT S.R.L.,Mihoveni,INREGISTRAT,24 Aprilie    2018,,SUCEAVA,6437,,,6437,4576,1861,200,26100,26100,24178,1922,0,1661,0
2018,39262910,4711,ANGLOVOITINEL S.R.L.,Voitinel,INREGISTRAT,27 Aprilie    2018,,SUCEAVA,36358,36115,,243,34488,1870,200,8959,8959,7019,1940,0,1670,0
2018,39270530,5610,CIUNTU S.R.L.,Stânca,INREGISTRAT,02 Mai        2018,,SUCEAVA,62672,60072,,2600,65177,-2505,200,57913,63132,65837,0,2705,0,2705
2018,39325040,4941,DAVYSAR SPEDITION S.R.L.,Frătăuţii Vechi,INREGISTRAT,10 Mai        2018,37857,SUCEAVA,70664,11522,29981,29161,137238,-28717,200,62467,62502,90794,0,28292,0,28917
2018,39340997,4520,SERVICE AUTO BERNICU S.R.L.-D.,Suceava,INREGISTRAT,14 Mai        2018,,SUCEAVA,440,,,440,5000,-4560,200,0,0,4760,0,4760,0,4760
2018,39356241,4791,SHOPLAND SOLUTIONS S.R.L.,Rădăuţi,INREGISTRAT,16 Mai        2018,230,SUCEAVA,511,,,511,800,-59,200,0,0,259,0,259,0,259
2018,39377880,1812,SERIGRAPHY ARI S.R.L.,Adâncata,INREGISTRAT,21 Mai        2018,,SUCEAVA,11573,,,11573,118,11455,200,13821,13821,2152,11669,0,11255,0
2018,39392686,4941,AMYTRANSALY S.R.L.,Ostra,INREGISTRAT,23 Mai        2018,250,SUCEAVA,4509,,4190,319,10020,-5261,200,12340,12340,17431,0,5091,0,5461
2018,39400100,4941,ROBYDAV LOGISTIC S.R.L.,Negrileasa,INREGISTRAT,24 Mai        2018,526,SUCEAVA,27535,,24945,2590,17377,10684,200,34055,34055,23230,10825,0,10484,0
2018,39526940,6619,INSIEME ADVISOR S.R.L.,Suceava,INREGISTRAT,22 Iunie      2018,,SUCEAVA,396,,,396,4784,-4388,200,4800,4800,9284,0,4484,0,4588
2018,39533874,4520,SMARTWASH S.R.L.,Suceava,INREGISTRAT,25 Iunie      2018,100621,SUCEAVA,77,,,77,109316,-8618,200,0,16039,24834,0,8795,0,8818
2018,39546750,5520,RECON TURISM S.A.,Iacobeni,INREGISTRAT,27 Iunie      2018,1510092,SUCEAVA,1519,,,1519,60,1511551,90755,2000,2000,164,1836,0,1776,0
2018,39591247,8559,TUTOR MIND ASCENT S.R.L.,Suceava,INREGISTRAT,06 Iulie      2018,,SUCEAVA,1493,,,1493,1373,120,200,1300,1300,1341,0,41,0,80
2018,39729782,7500,DMVIC VETERINAR S.R.L.,Solca,INREGISTRAT,08 August     2018,139,SUCEAVA,964,0,0,964,14218,-13115,200,0,0,13315,0,13315,0,13315
2018,39735466,4791,PUPPA KIDS S.R.L.,Suceava,INREGISTRAT,09 August     2018,,SUCEAVA,16246,10392,190,5664,29454,-13208,200,190,190,13595,0,13405,0,13408
2018,39792623,5630,HDV BIO S.R.L.,Pătrăuţi,INREGISTRAT,27 August     2018,2126,SUCEAVA,3426,962,,2464,2420,3132,200,6357,6357,3234,3123,0,2932,0
2018,39792631,4120,TRIO GIM ANAM S.R.L.,Fălticeni,INREGISTRAT,27 August     2018,,SUCEAVA,13552,,38,13514,17362,-3810,200,18608,18608,22432,0,3824,0,4010
2018,39804728,5224,EU-WELTWEIT S.R.L.,Dealu Floreni,SUSPENDARE ACTIVITATE,31 Mai        2019,,SUCEAVA,156,,,156,1087,-931,200,0,0,1131,0,1131,0,1131
2018,39854408,1041,SANASOL S.R.L.,Gălăneşti,INREGISTRAT,11 Septembrie 2018,59641,SUCEAVA,291,58,,233,65659,-5727,200,0,409,6336,0,5927,0,5927
2018,39854416,4711,REIMS CONSTANTINE FOREST S.R.L.,Paltinu,INREGISTRAT,11 Septembrie 2018,,SUCEAVA,200,,,200,0,200,200,0,0,,0,0,0,0
2018,39878920,7420,SUI GENERIS PHOTOGRAPHY S.R.L.-D.,Suceava,INREGISTRAT,17 Septembrie 2018,,SUCEAVA,200,,,200,2000,-1800,200,0,0,2000,0,2000,0,2000
2018,39988493,7311,ONE TOP SOLUTION S.R.L.,Suceava,INREGISTRAT,11 Octombrie  2018,,SUCEAVA,5064,,,5064,146,4918,200,4864,4864,,4864,0,4718,0
2018,40015841,6311,WEBCO MEDIA S.R.L.,Suceava,INREGISTRAT,17 Octombrie  2018,2779,SUCEAVA,1928,0,0,1928,638,4069,200,21253,21253,16746,4507,0,3869,0
2018,40053780,4719,ELIMAT ULMA S.R.L.,Măgura,INREGISTRAT,25 Octombrie  2018,532,SUCEAVA,5200,3888,,1312,5532,200,200,0,0,,0,0,0,0
2018,40075401,8552,CLUBUL DE ENGLEZĂ S.R.L.-D.,Rădăuţi,INREGISTRAT,30 Octombrie  2018,,SUCEAVA,1550,,,1550,41,1509,200,1350,1350,,1350,0,1309,0
2018,40091288,4511,DAREX AUTO SELECTION S.R.L.,Şcheia,INREGISTRAT,01 Noiembrie  2018,611,SUCEAVA,50260,,,50260,1000,49871,50000,0,0,129,0,129,0,129
2018,40099206,7711,PETROACTIV S.R.L.,Panaci,INREGISTRAT,02 Noiembrie  2018,707,SUCEAVA,200,,,200,707,200,200,0,0,,0,0,0,0
2018,40099273,4120,UNIVERSAL POPU S.R.L.,Suceava,INREGISTRAT,02 Noiembrie  2018,322,SUCEAVA,71274,,,71274,2959,68637,200,90000,90200,20863,69337,0,68437,0
2018,40103650,4771,UNIQ SHOP ABBIGLIAMENTO S.R.L.,Siminicea,INREGISTRAT,05 Noiembrie  2018,6003,SUCEAVA,23028,7646,,15382,42526,-13495,200,0,0,13695,0,13695,0,13695
2018,40170497,5610,DANY BELLA STAR MCD S.R.L.,Suceava,INREGISTRAT,16 Noiembrie  2018,924,SUCEAVA,2035,,,2035,10000,-7041,200,0,0,7241,0,7241,0,7241
2018,40170519,4631,COSTI ALBERT TRANS S.R.L.,Capu Cîmpului,INREGISTRAT,16 Noiembrie  2018,1160,SUCEAVA,200,,,200,5120,-3760,200,0,0,3960,0,3960,0,3960
2018,40184999,1039,2M MALIRO S.R.L.,Solca,INREGISTRAT,20 Noiembrie  2018,0,SUCEAVA,800,0,0,800,192,608,200,600,600,174,426,0,408,0
2018,33533859,5630,LA POŞMAGĂ S.R.L.,Brodina,INREGISTRAT,01 Septembrie 2014,,SUCEAVA,1087,604,,483,14500,-13413,200,0,0,,0,0,0,0
2018,33613206,4941,COLOSEUM-TEAM S.R.L.,Suceava,INREGISTRAT,23 Septembrie 2014,3095207,SUCEAVA,4273127,2356190,1493474,423463,4991803,672385,130400,2920769,5230426,5011588,218838,0,188717,0
2018,33675039,4673,EURO SERRAMENTI S.R.L.,Suceava,SUSPENDARE ACTIVITATE,21 Septembrie 2019,,SUCEAVA,87102,14783,38031,34288,0,87102,200,0,0,,0,0,0,0
2018,33688721,5630,LA CAFENEA S.R.L.,Bivolăria,INREGISTRAT,14 Octombrie  2014,0,SUCEAVA,41233,41230,0,3,37448,3785,200,0,0,0,0,0,0,0
2018,33776211,4941,VERY IUSTY SPEDITION S.R.L.,Sfântu Ilie,INREGISTRAT,06 Noiembrie  2014,902510,SUCEAVA,1720028,17675,1298179,404174,864253,1867012,1050000,6885879,7123259,7058069,65190,0,51780,0
2018,33805740,220,IMTEO MAR S.R.L.,Coşna,INREGISTRAT,14 Noiembrie  2014,26132,SUCEAVA,220182,0,10240,209942,51474,194840,200,370440,370440,172096,198344,0,194640,0
2018,33918910,4690,TAŞU GOLD S.R.L.,Şcheia,INREGISTRAT,19 Decembrie  2014,73106,SUCEAVA,1900587,1326645,479411,94531,984501,989192,200,9957391,10008861,9305806,703055,0,590187,0
2018,33974600,4941,DVH ARBORE S.R.L.,Arbore,INREGISTRAT,15 Ianuarie   2015,4314,SUCEAVA,958,915,,43,138672,-133400,200,0,0,38274,0,38274,0,38274
2018,34135185,4941,UNITED EURO SPEDITION S.R.L.,Bosanci,INREGISTRAT,20 Februarie  2015,1383747,SUCEAVA,2168336,29778,1962463,176095,1945909,1608127,200,7886142,8145947,7469073,676874,0,574250,0
2018,34146508,111,AGRIFORCE BUSINESS S.R.L.,Bălcăuţi,INREGISTRAT,24 Februarie  2015,5968905,SUCEAVA,1754928,1319142,374645,61141,6434289,1289544,200,3556616,5237633,4224005,1013628,0,967565,0
2018,34146516,7112,DRUART S.R.L.,Suceava,INREGISTRAT,24 Februarie  2015,,SUCEAVA,16758,,11250,5508,15843,915,200,21000,21021,19676,1345,0,715,0
2018,34146567,8553,GYMY COND S.R.L.,Vatra Dornei,INREGISTRAT,24 Februarie  2015,163340,SUCEAVA,497190,983,493377,2830,555941,-3233,200,356357,356357,351782,4575,0,1011,0
2018,34153866,1107,VICTORIA TRANSPORT SOLUTIONS S.R.L.,Şcheia,INREGISTRAT,25 Februarie  2015,206162,SUCEAVA,183495,,150776,32719,227075,162582,100000,1155687,1167537,1120117,47420,0,41882,0
2018,34173103,4941,SELENA ALEXIA LOGISTIC S.R.L.,Salcea,INREGISTRAT,02 Martie     2015,25564,SUCEAVA,18143,0,17660,483,111599,-67892,200,212875,236175,225906,10269,0,8141,0
2018,34180321,1610,BUZINCU FOREST S.R.L.,Voitinel,INREGISTRAT,03 Martie     2015,145711,SUCEAVA,172375,92451,79533,391,262563,55523,200,406309,317615,299650,17965,0,13928,0
2018,34224410,1610,ROBLEDO S.R.L.,Păltinoasa,INREGISTRAT,12 Martie     2015,256653,SUCEAVA,2264402,1060163,1107229,97010,2156755,381899,200,4199355,4432754,4354570,78184,0,62145,0
2018,34253865,1520,LIBITZ S.R.L.,Pîrteştii de Jos,INREGISTRAT,19 Martie     2015,,SUCEAVA,40030,1385,,38645,79,39951,200,12660,12660,4487,8173,0,7793,0
2018,34253903,142,IMV ANGUSFARM S.R.L.,Pîrteştii de Jos,INREGISTRAT,19 Martie     2015,1346,SUCEAVA,113970,,112865,1105,816,114500,700,15746,28214,3110,25104,0,24632,0
2018,34272026,4941,EXPRESS EURO DURAS S.R.L.,Bosanci,INREGISTRAT,24 Martie     2015,1506457,SUCEAVA,1062841,64,895335,167442,1294047,1298093,200,4661877,4802874,4175576,627298,0,579268,0
2018,34291214,1071,FREDY PASTRY S.R.L.,Adâncata,INREGISTRAT,26 Martie     2015,553559,SUCEAVA,306160,42808,41215,222137,133195,726524,200,3473586,3474759,3123402,351357,0,317838,0
2018,34350566,4120,GRUP BEST BATIMENT S.R.L.,Măneuţi,INREGISTRAT,08 Aprilie    2015,828918,SUCEAVA,1712118,538028,1139293,34797,2416000,125036,501,6200877,6294169,6123172,170997,0,124495,0
2018,34350620,4941,EPIC DANI TRANS S.R.L.,Bilca,INREGISTRAT,08 Aprilie    2015,777818,SUCEAVA,122954,28340,80800,13814,851220,69314,200,1150571,1151735,1104385,47350,0,35837,0
2018,34371534,4941,EUROVAL ROM S.R.L.,Suceava,INREGISTRAT,15 Aprilie    2015,363421,SUCEAVA,1710508,,709751,1000757,1294555,810020,200,3151910,3173569,2797226,376343,0,344607,0
2018,34469916,4631,LORINA-SIL S.R.L.,Suceava,INREGISTRAT,07 Mai        2015,,SUCEAVA,51992,,48575,3417,23,51969,200,90268,90268,60699,29569,0,26860,0
2018,34482893,9329,BROSTAGE EVENTS S.R.L.,Broşteni,INREGISTRAT,11 Mai        2015,3491130,SUCEAVA,1196934,780077,379915,36942,2149466,2538598,1000200,3232094,3412189,2346535,1065654,0,1033327,0
2018,34490160,3812,SISTEM DE COLECTARE-SLC SUCEAVA SRL,Şcheia,INREGISTRAT,12 Mai        2015,311305,SUCEAVA,1442834,50833,843863,548138,608103,1094147,40400,3409030,3634507,2709739,924768,0,890677,0
2018,34506909,4775,G & A PERFUMES S.R.L.,Suceava,INREGISTRAT,14 Mai        2015,242,SUCEAVA,,,,,1216,-974,200,0,0,171,0,171,0,171
2018,34506917,4291,CONHIDRO S.R.L.,Iacobeşti,INREGISTRAT,14 Mai        2015,756436,SUCEAVA,1851875,571361,654254,626260,2078627,13392,400,6105303,6663365,6646779,16586,0,12952,0
2018,34536764,8219,AZECE S.R.L.,Suceava,INREGISTRAT,20 Mai        2015,244,SUCEAVA,6032,5971,,61,69193,-62917,500,0,0,18464,0,18464,0,18464
2018,34591157,4673,BUCOVINA STEEL S.R.L.,Marginea,INREGISTRAT,02 Iunie      2015,821102,SUCEAVA,1789687,1361041,344966,83680,2140992,471168,20000,5994132,9337369,8827360,510009,0,446718,0
2018,34674180,5819,TAF EDIT STUDIO S.R.L.-D.,Rădăuţi,INREGISTRAT,19 Iunie      2015,28814,SUCEAVA,6157,6009,,148,107591,-72620,200,4455,30150,76620,0,46470,0,46772
2018,34756190,4941,COM CORTAC S.R.L.,Fălticeni,INREGISTRAT,09 Iulie      2015,42836,SUCEAVA,146975,,77430,69545,119922,69889,200,476082,509758,466419,43339,0,38578,0
2018,34828904,220,MAN SILVA FOREST S.R.L.,Gura Putnei,INREGISTRAT,29 Iulie      2015,58231,SUCEAVA,559301,11305,336686,211310,157893,459639,200,1568462,1568462,1163982,404480,0,388719,0
2018,34845891,4671,OIL ADN  S.R.L.,Şcheia,INREGISTRAT,03 August     2015,140442,SUCEAVA,1814660,110596,1700262,3802,1896847,77837,200,5290817,5290993,5342759,0,51766,0,51766
2018,35029670,7112,EVALUARE RISK MANAGEMENT SRL,Corocăieşti,INREGISTRAT,22 Septembrie 2015,200,SUCEAVA,,,,,0,200,200,0,0,,0,0,0,0
2018,35029700,4759,MAXY MOB DESIGN S.R.L.,Rădăuţi,INREGISTRAT,22 Septembrie 2015,,SUCEAVA,4143149,4037100,27968,78081,2326012,1817137,1000,6725961,6726184,6227357,498827,0,429905,0
2018,35066261,4673,AMARAWOOD S.R.L.,Dumbrăveni,INREGISTRAT,30 Septembrie 2015,1385180,SUCEAVA,2356029,1975838,646658,-266467,3051425,695018,200,10470465,10555843,10180264,375579,0,311484,0
2018,35073170,4120,NEMIDECA S.R.L.,Corocăieşti,INREGISTRAT,01 Octombrie  2015,,SUCEAVA,123562,512,117974,5076,36423,87139,200,0,0,5219,0,5219,0,5219
2018,35185483,5630,BOGHIBARDI S.R.L.,Pătrăuţi,SUSPENDARE ACTIVITATE,01 Decembrie  2015,,SUCEAVA,200,,,200,0,200,200,0,0,,0,0,0,0
2018,35199497,5621,TAMI CENTER S.R.L.,Deleni,INREGISTRAT,04 Noiembrie  2015,9000,SUCEAVA,6108,2107,,4001,23255,-8147,200,1353,1353,9526,0,8173,0,8187
2018,35204690,5630,ALEXBOS SERGIU TRANS S.R.L.,Broşteni,INREGISTRAT,05 Noiembrie  2015,,SUCEAVA,15443,3540,5000,6903,5049,10394,200,29528,29528,35896,0,6368,0,6956
2018,35215711,1520,ADY STAR SHOES S.R.L.,Vicovu de Sus,INREGISTRAT,10 Noiembrie  2015,1250639,SUCEAVA,1132852,364094,663860,104898,1377563,203076,200,850633,965895,809688,156207,0,146382,0
2018,35262659,4941,BOLYPET S.R.L.,Arbore,INREGISTRAT,24 Noiembrie  2015,14984,SUCEAVA,322396,110021,22864,189511,158007,179373,200,393269,428599,410479,18120,0,13758,0
2018,35399070,4120,DITTA SAVU S.R.L.,Bilca,INREGISTRAT,12 Ianuarie   2016,,SUCEAVA,446678,,,446678,44017,402661,200,200207,200207,34950,165257,0,163255,0
2018,35482034,4781,ROXELVI S.R.L.,Suceava,INREGISTRAT,25 Ianuarie   2016,,SUCEAVA,105111,26736,1127,77248,12580,92531,200,323112,324628,302446,22182,0,18936,0
